"","yr","mm","dd","hr","mn","wdir_deg_t","wspd_m_s","pres_h_pa","atmp_deg_c","wtmp_deg_c","date","submission_id","common_name","scientific_name","taxonomic_order","count","state_province","county","location_id","location","latitude","longitude","time","protocol","duration_min","all_obs_reported","distance_traveled_km","area_covered_ha","number_of_observers","breeding_code","observation_details","checklist_comments","ml_catalog_numbers","wspd_mph","beaufort_ws","comp_dir","day_time","count2"
"5024",2019,11,"25","10","07",340,4.6,1016.8,12.1,13.3,2019-11-25,"S61767782","Red-throated Loon","Gavia stellata",6848,62,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,NA,NA,10.2902,"3","NNW",2019-11-25 10:00:00,62
"5025",2019,11,"25","10","07",340,4.6,1016.8,12.1,13.3,2019-11-25,"S61767782","Pacific Loon","Gavia pacifica",6852,1180,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,NA,NA,10.2902,"3","NNW",2019-11-25 10:00:00,1180
"5026",2019,11,"25","11","07",320,3.6,1016.9,11.7,13.3,2019-11-25,"S61767790","Surf Scoter","Melanitta perspicillata",703,23,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,8.0532,"3","NW",2019-11-25 11:00:00,23
"5027",2019,11,"25","11","07",320,3.6,1016.9,11.7,13.3,2019-11-25,"S61767790","Red-throated Loon","Gavia stellata",6848,20,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,8.0532,"3","NW",2019-11-25 11:00:00,20
"5028",2019,11,"25","11","07",320,3.6,1016.9,11.7,13.3,2019-11-25,"S61767790","Pacific Loon","Gavia pacifica",6852,848,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,8.0532,"3","NW",2019-11-25 11:00:00,848
"5029",2019,11,"25","12","07",350,4.1,1016.5,11.4,13.4,2019-11-25,"S61767814","Surf Scoter","Melanitta perspicillata",703,131,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,9.1717,"3","NNW",2019-11-25 12:00:00,131
"5030",2019,11,"25","12","07",350,4.1,1016.5,11.4,13.4,2019-11-25,"S61767814","Red-throated Loon","Gavia stellata",6848,58,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,9.1717,"3","NNW",2019-11-25 12:00:00,58
"5031",2019,11,"25","12","07",350,4.1,1016.5,11.4,13.4,2019-11-25,"S61767814","Pacific Loon","Gavia pacifica",6852,2307,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,9.1717,"3","NNW",2019-11-25 12:00:00,2307
"5032",2019,11,"25","13","07",20,1.5,1016.6,10.4,13.4,2019-11-25,"S61767965","Surf Scoter","Melanitta perspicillata",703,88,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,3.3555,"2","N",2019-11-25 13:00:00,88
"5033",2019,11,"25","13","07",20,1.5,1016.6,10.4,13.4,2019-11-25,"S61767965","Red-throated Loon","Gavia stellata",6848,22,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,3.3555,"2","N",2019-11-25 13:00:00,22
"5034",2019,11,"25","13","07",20,1.5,1016.6,10.4,13.4,2019-11-25,"S61767965","Pacific Loon","Gavia pacifica",6852,1171,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,3.3555,"2","N",2019-11-25 13:00:00,1171
"5035",2019,11,"25","14","07",60,2.6,1016.9,10.8,13.4,2019-11-25,"S61767983","Surf Scoter","Melanitta perspicillata",703,136,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,5.8162,"2","NE",2019-11-25 14:00:00,136
"5036",2019,11,"25","14","07",60,2.6,1016.9,10.8,13.4,2019-11-25,"S61767983","Red-throated Loon","Gavia stellata",6848,24,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,5.8162,"2","NE",2019-11-25 14:00:00,24
"5037",2019,11,"25","14","07",60,2.6,1016.9,10.8,13.4,2019-11-25,"S61767983","Pacific Loon","Gavia pacifica",6852,262,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,NA,NA,5.8162,"2","NE",2019-11-25 14:00:00,262
"5038",2019,11,"25","15","07",40,3.6,1017.3,10.5,13.4,2019-11-25,"S61768347","Surf Scoter","Melanitta perspicillata",703,166,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-25 15:00:00,166
"5039",2019,11,"25","15","07",40,3.6,1017.3,10.5,13.4,2019-11-25,"S61768347","Red-throated Loon","Gavia stellata",6848,12,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-25 15:00:00,12
"5040",2019,11,"25","15","07",40,3.6,1017.3,10.5,13.4,2019-11-25,"S61768347","Pacific Loon","Gavia pacifica",6852,116,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-25 15:00:00,116
"5041",2019,11,"25","16","07",90,3.1,1017.5,10.5,13.4,2019-11-25,"S61768351","Surf Scoter","Melanitta perspicillata",703,265,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,NA,NA,NA,6.9347,"2","ENE",2019-11-25 16:00:00,265
"5042",2019,11,"25","16","07",90,3.1,1017.5,10.5,13.4,2019-11-25,"S61768351","Red-throated Loon","Gavia stellata",6848,8,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,NA,NA,NA,6.9347,"2","ENE",2019-11-25 16:00:00,8
"5043",2019,11,"25","16","07",90,3.1,1017.5,10.5,13.4,2019-11-25,"S61768351","Pacific Loon","Gavia pacifica",6852,36,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,NA,NA,NA,6.9347,"2","ENE",2019-11-25 16:00:00,36
"5044",2019,11,"26","06","07",330,8.8,1018.1,12.2,12.7,2019-11-26,"S61782748","Surf Scoter","Melanitta perspicillata",703,44,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:35:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,NA,NA,NA,19.6856,"5","NW",2019-11-26 06:00:00,44
"5045",2019,11,"26","06","07",330,8.8,1018.1,12.2,12.7,2019-11-26,"S61782748","Red-throated Loon","Gavia stellata",6848,42,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:35:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,NA,NA,NA,19.6856,"5","NW",2019-11-26 06:00:00,42
"5046",2019,11,"26","06","07",330,8.8,1018.1,12.2,12.7,2019-11-26,"S61782748","Pacific Loon","Gavia pacifica",6852,34826,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:35:00,"eBird - Stationary Count",86,1,NA,NA,3,NA,"Clicked",NA,NA,19.6856,"5","NW",2019-11-26 06:00:00,10000
"5047",2019,11,"26","08","07",320,6.7,1017.4,12.2,12.7,2019-11-26,"S61782750","Surf Scoter","Melanitta perspicillata",703,29,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 08:00:00,29
"5048",2019,11,"26","08","07",320,6.7,1017.4,12.2,12.7,2019-11-26,"S61782750","Red-throated Loon","Gavia stellata",6848,49,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 08:00:00,49
"5049",2019,11,"26","08","07",320,6.7,1017.4,12.2,12.7,2019-11-26,"S61782750","Pacific Loon","Gavia pacifica",6852,642,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 08:00:00,642
"5050",2019,11,"26","09","07",320,8.2,1017.3,12.1,12.7,2019-11-26,"S61782755","Surf Scoter","Melanitta perspicillata",703,25,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,6,NA,NA,NA,NA,18.3434,"5","NW",2019-11-26 09:00:00,25
"5051",2019,11,"26","09","07",320,8.2,1017.3,12.1,12.7,2019-11-26,"S61782755","Red-throated Loon","Gavia stellata",6848,18,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,6,NA,NA,NA,NA,18.3434,"5","NW",2019-11-26 09:00:00,18
"5052",2019,11,"26","09","07",320,8.2,1017.3,12.1,12.7,2019-11-26,"S61782755","Pacific Loon","Gavia pacifica",6852,125,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,6,NA,NA,NA,NA,18.3434,"5","NW",2019-11-26 09:00:00,125
"5053",2019,11,"26","10","07",320,7.7,1017,11.9,12.8,2019-11-26,"S61782757","Surf Scoter","Melanitta perspicillata",703,21,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 10:00:00,21
"5054",2019,11,"26","10","07",320,7.7,1017,11.9,12.8,2019-11-26,"S61782757","Red-throated Loon","Gavia stellata",6848,7,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 10:00:00,7
"5055",2019,11,"26","10","07",320,7.7,1017,11.9,12.8,2019-11-26,"S61782757","Pacific Loon","Gavia pacifica",6852,44,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,5,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 10:00:00,44
"5056",2019,11,"26","11","07",330,7.7,1016.6,11.8,12.7,2019-11-26,"S61782763","Surf Scoter","Melanitta perspicillata",703,34,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 11:00:00,34
"5057",2019,11,"26","11","07",330,7.7,1016.6,11.8,12.7,2019-11-26,"S61782763","Red-throated Loon","Gavia stellata",6848,13,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 11:00:00,13
"5058",2019,11,"26","11","07",330,7.7,1016.6,11.8,12.7,2019-11-26,"S61782763","Pacific Loon","Gavia pacifica",6852,72,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,NA,NA,17.2249,"4","NW",2019-11-26 11:00:00,72
"5059",2019,11,"26","12","07",330,7.2,1016.5,11.9,13,2019-11-26,"S61782770","Surf Scoter","Melanitta perspicillata",703,20,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","NW",2019-11-26 12:00:00,20
"5060",2019,11,"26","12","07",330,7.2,1016.5,11.9,13,2019-11-26,"S61782770","Red-throated Loon","Gavia stellata",6848,6,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","NW",2019-11-26 12:00:00,6
"5061",2019,11,"26","12","07",330,7.2,1016.5,11.9,13,2019-11-26,"S61782770","Pacific Loon","Gavia pacifica",6852,182,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","NW",2019-11-26 12:00:00,182
"5062",2019,11,"26","13","07",330,5.7,1016.4,11.9,13,2019-11-26,"S61782774","Surf Scoter","Melanitta perspicillata",703,23,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,12.7509,"4","NW",2019-11-26 13:00:00,23
"5063",2019,11,"26","13","07",330,5.7,1016.4,11.9,13,2019-11-26,"S61782774","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,12.7509,"4","NW",2019-11-26 13:00:00,2
"5064",2019,11,"26","13","07",330,5.7,1016.4,11.9,13,2019-11-26,"S61782774","Pacific Loon","Gavia pacifica",6852,133,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,12.7509,"4","NW",2019-11-26 13:00:00,133
"5065",2019,11,"26","14","07",330,6.7,1016.5,11.8,13,2019-11-26,"S61782779","Surf Scoter","Melanitta perspicillata",703,23,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 14:00:00,23
"5066",2019,11,"26","14","07",330,6.7,1016.5,11.8,13,2019-11-26,"S61782779","Red-throated Loon","Gavia stellata",6848,3,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 14:00:00,3
"5067",2019,11,"26","14","07",330,6.7,1016.5,11.8,13,2019-11-26,"S61782779","Pacific Loon","Gavia pacifica",6852,188,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,14.9879,"4","NW",2019-11-26 14:00:00,188
"5068",2019,11,"26","15","07",320,7.2,1017,11.8,13,2019-11-26,"S61782781","Red-throated Loon","Gavia stellata",6848,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","NW",2019-11-26 15:00:00,1
"5069",2019,11,"26","15","07",320,7.2,1017,11.8,13,2019-11-26,"S61782781","Pacific Loon","Gavia pacifica",6852,21,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","NW",2019-11-26 15:00:00,21
"5070",2019,11,"27","06","07",170,1.5,1003.2,10,12.6,2019-11-27,"S61822526","Red-throated Loon","Gavia stellata",6848,31,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:32:00,"eBird - Stationary Count",89,1,NA,NA,5,NA,NA,NA,NA,3.3555,"2","SSE",2019-11-27 06:00:00,31
"5071",2019,11,"27","06","07",170,1.5,1003.2,10,12.6,2019-11-27,"S61822526","Pacific Loon","Gavia pacifica",6852,1510,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:32:00,"eBird - Stationary Count",89,1,NA,NA,5,NA,NA,NA,NA,3.3555,"2","SSE",2019-11-27 06:00:00,1510
"5072",2019,11,"28","06","07",130,5.7,1000.9,7.8,12.6,2019-11-28,"S61849203","Surf Scoter","Melanitta perspicillata",703,12,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,12.7509,"4","ESE",2019-11-28 06:00:00,12
"5073",2019,11,"28","06","07",130,5.7,1000.9,7.8,12.6,2019-11-28,"S61849203","Red-throated Loon","Gavia stellata",6848,77,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,12.7509,"4","ESE",2019-11-28 06:00:00,77
"5074",2019,11,"28","06","07",130,5.7,1000.9,7.8,12.6,2019-11-28,"S61849203","Pacific Loon","Gavia pacifica",6852,295,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,12.7509,"4","ESE",2019-11-28 06:00:00,295
"5075",2019,11,"28","08","07",110,5.1,1001.5,8.4,12.6,2019-11-28,"S61849221","Surf Scoter","Melanitta perspicillata",703,21,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,11.4087,"3","E",2019-11-28 08:00:00,21
"5076",2019,11,"28","08","07",110,5.1,1001.5,8.4,12.6,2019-11-28,"S61849221","Red-throated Loon","Gavia stellata",6848,143,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,11.4087,"3","E",2019-11-28 08:00:00,143
"5077",2019,11,"28","08","07",110,5.1,1001.5,8.4,12.6,2019-11-28,"S61849221","Pacific Loon","Gavia pacifica",6852,166,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,11.4087,"3","E",2019-11-28 08:00:00,166
"5078",2019,11,"28","09","07",40,3.6,1001.2,7.6,12.6,2019-11-28,"S61849293","Surf Scoter","Melanitta perspicillata",703,24,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",120,1,NA,NA,2,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-28 09:00:00,24
"5079",2019,11,"28","09","07",40,3.6,1001.2,7.6,12.6,2019-11-28,"S61849293","Red-throated Loon","Gavia stellata",6848,66,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",120,1,NA,NA,2,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-28 09:00:00,66
"5080",2019,11,"28","09","07",40,3.6,1001.2,7.6,12.6,2019-11-28,"S61849293","Pacific Loon","Gavia pacifica",6852,308,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",120,1,NA,NA,2,NA,NA,NA,NA,8.0532,"3","NNE",2019-11-28 09:00:00,308
"5081",2019,11,"28","11","07",110,6.2,1000.5,8.1,12.5,2019-11-28,"S61849304","Surf Scoter","Melanitta perspicillata",703,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 11:00:00,1
"5082",2019,11,"28","11","07",110,6.2,1000.5,8.1,12.5,2019-11-28,"S61849304","Red-throated Loon","Gavia stellata",6848,4,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 11:00:00,4
"5083",2019,11,"28","11","07",110,6.2,1000.5,8.1,12.5,2019-11-28,"S61849304","Pacific Loon","Gavia pacifica",6852,33,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 11:00:00,33
"5084",2019,11,"28","12","07",100,6.2,1000.6,7.8,12.5,2019-11-28,"S61849310","Surf Scoter","Melanitta perspicillata",703,7,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,7
"5085",2019,11,"28","12","07",100,6.2,1000.6,7.8,12.5,2019-11-28,"S61849310","Red-throated Loon","Gavia stellata",6848,5,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,5
"5086",2019,11,"28","12","07",100,6.2,1000.6,7.8,12.5,2019-11-28,"S61849310","Pacific Loon","Gavia pacifica",6852,23,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,23
"5087",2019,11,"28","12","57",100,6.2,1000.4,8,12.6,2019-11-28,"S61849310","Surf Scoter","Melanitta perspicillata",703,7,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,7
"5088",2019,11,"28","12","57",100,6.2,1000.4,8,12.6,2019-11-28,"S61849310","Red-throated Loon","Gavia stellata",6848,5,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,5
"5089",2019,11,"28","12","57",100,6.2,1000.4,8,12.6,2019-11-28,"S61849310","Pacific Loon","Gavia pacifica",6852,23,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,13.8694,"4","E",2019-11-28 12:00:00,23
"5090",2019,11,"28","14","07",100,7.2,1000.3,7.6,12.5,2019-11-28,"S61849340","Surf Scoter","Melanitta perspicillata",703,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","E",2019-11-28 14:00:00,1
"5091",2019,11,"28","14","07",100,7.2,1000.3,7.6,12.5,2019-11-28,"S61849340","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","E",2019-11-28 14:00:00,2
"5092",2019,11,"28","14","07",100,7.2,1000.3,7.6,12.5,2019-11-28,"S61849340","Pacific Loon","Gavia pacifica",6852,24,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,NA,NA,16.1064,"4","E",2019-11-28 14:00:00,24
"5093",2019,11,"28","15","07",100,6.7,1000.8,7.6,12.6,2019-11-28,"S61849353","Surf Scoter","Melanitta perspicillata",703,10,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",74,1,NA,NA,1,NA,NA,NA,NA,14.9879,"4","E",2019-11-28 15:00:00,10
"5094",2019,11,"28","15","07",100,6.7,1000.8,7.6,12.6,2019-11-28,"S61849353","Pacific Loon","Gavia pacifica",6852,14,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",74,1,NA,NA,1,NA,NA,NA,NA,14.9879,"4","E",2019-11-28 15:00:00,14
"5095",2019,11,"29","06","17",320,3.1,1003.5,9.4,12.5,2019-11-29,"S61884405","Surf Scoter","Melanitta perspicillata",703,81,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,6.9347,"2","NW",2019-11-29 06:00:00,81
"5096",2019,11,"29","06","17",320,3.1,1003.5,9.4,12.5,2019-11-29,"S61884405","Red-throated Loon","Gavia stellata",6848,128,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,6.9347,"2","NW",2019-11-29 06:00:00,128
"5097",2019,11,"29","06","17",320,3.1,1003.5,9.4,12.5,2019-11-29,"S61884405","Pacific Loon","Gavia pacifica",6852,67,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:39:00,"eBird - Stationary Count",81,1,NA,NA,5,NA,NA,NA,NA,6.9347,"2","NW",2019-11-29 06:00:00,67
"5098",2019,11,"29","08","17",340,5.1,1004.1,9.9,12.6,2019-11-29,"S61884408","Surf Scoter","Melanitta perspicillata",703,66,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,11.4087,"3","NNW",2019-11-29 08:00:00,66
"5099",2019,11,"29","08","17",340,5.1,1004.1,9.9,12.6,2019-11-29,"S61884408","Red-throated Loon","Gavia stellata",6848,109,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,7,NA,NA,NA,NA,11.4087,"3","NNW",2019-11-29 08:00:00,109
